11/21/2016 08:35,21.56,85
11/21/2016 09:35,24.35,85
11/21/2016 10:35,27.72,73
11/21/2016 11:35,30.79,68
11/21/2016 12:35,33.21,64
11/21/2016 13:35,34.57,55
11/21/2016 13:56,35.96,51
11/21/2016 14:56,37.17,47
11/21/2016 15:56,37.53,47
11/21/2016 16:56,36.55,47
11/21/2016 17:56,34.16,47
11/21/2016 18:55,33.31,47
11/21/2016 20:36,33.08,62
11/21/2016 21:36,32.49,62
11/21/2016 22:36,32.11,64
11/21/2016 23:35,32.59,59
11/22/2016 00:35,32.77,59
11/22/2016 01:35,32.77,59
11/22/2016 02:35,32.88,55
11/22/2016 02:55,33.01,55
11/22/2016 04:35,33.22,55
11/22/2016 04:56,33.67,55
11/22/2016 05:56,33.91,55
11/22/2016 06:56,34.12,51
11/22/2016 07:56,33.67,59
11/22/2016 09:06,33.08,64
